fetched_at,state_code,district_code,blood_group,blood_component,blood_bank,hospital_code,address,contact,category,available,not_available,last_updated,bank_type
2026-08-24T14:41:10,28,750,13,11,Bsu Ircs Bapatla,285056,"Near MRO Office, , Bapatla, Bapatla, Andhra Pradesh",-,Red Cross ,,B+Ve : 0,2026-08-24 12:24:37,BSU
2026-08-24T14:41:10,28,750,13,11,Aapadbandhu Blood Centre Chirala,283867,"DNO 21-1-190, 1st Floor, Chirala Prakasam A.P, Chirala, Bapatla, Andhra Pradesh","Phone: 9121976191 ,Fax: 1234567890, Email: aapadbandhubbchirala@gmail.com",Charitable/Vol,B+Ve : 2,,2026-08-23 09:28:05,Blood Bank
2026-08-24T14:41:10,28,750,13,11,IRCS Blood Bank Repalle,28147,"Govt HospitalCampus,Main Road, Repalle, Bapatla, Andhra Pradesh","Phone: 08648 -223939 ,9177883353 ,Fax: -, Email: rplredcrossbb@gmail.com",Red Cross ,B+Ve : 10,,2026-08-24 09:43:16,Blood Bank
2026-08-24T14:41:10,28,750,13,11,AH Chirala Blood Bank,28116,"Area Hospital chirala, Chirala, Bapatla, Andhra Pradesh","Phone: 98852991849 ,Fax: -, Email: bloodbankchirala@gmail.com",Govt.,B +ve : 4,,2026-08-24 09:19:18,Blood Bank
2026-08-24T14:41:10,28,750,13,11,BSU CHC Parchur,285229,"CHC PARCHUR, , Parchur, Bapatla, Andhra Pradesh",-,Govt.,,B+Ve : 0,2026-08-24 10:22:16,BSU
2026-08-24T14:41:10,28,750,13,11,Bsu Chc Nizampatnam,284663,"Nizampatnam, , Nizampatnam, Bapatla, Andhra Pradesh",-,Govt.,,B+Ve : 0,2026-08-24 10:24:29,BSU
2026-08-24T14:41:10,28,750,13,11,BSU CHC Repalle,285319,"Repalle, , Repalle, Bapatla, Andhra Pradesh",-,Govt.,,B+Ve : 0,2026-08-19 23:17:57,BSU
2026-08-24T14:41:10,28,750,13,11,BSU CHC Vemuru,285309,"CHC Vemuru, Bapatla, AP, Vemuru, Bapatla, Andhra Pradesh","Phone: 7989911242 ,Fax: -, Email: gntchgvemuru@gmail.com",Govt.,,B+Ve : 0,2026-08-24 10:12:30,BSU
2026-08-24T14:41:10,28,750,13,11,Bsu Ircs Repalle,284582,"Repalle, , Repalle, Bapatla, Andhra Pradesh",-,Red Cross ,B+Ve : 2,,2026-08-17 09:36:15,BSU
2026-08-24T14:41:10,28,750,13,11,Bsu Chc Marturu,281518,"Marturu, , Marturu, Bapatla, Andhra Pradesh",-,Govt.,B+Ve : 2,,2026-08-24 06:30:27,BSU
2026-08-24T14:41:10,28,554,13,11,"Bsu Christian Medical College, Vellore",284591,"Chittoor, , Chittoor, Chittoor, Andhra Pradesh",-,Private,,B+Ve : 0,2026-08-24 08:34:08,BSU
2026-08-24T14:41:10,28,554,13,11,Area Hospital Blood Centre Kuppam,280921,"Area Hospital, Near R  B Building, Lakshmi Puram, Kuppam, Ch, KUPPAM, Chittoor, Andhra Pradesh","Phone: 9966916365 ,Fax: 0, Email: bloodcenterahkpm@gmail.com",Govt.,B+Ve : 1,,2026-08-24 09:13:58,Blood Bank
2026-08-24T14:41:10,28,554,13,11,Bsu Chc Venkatagiri Kota ,281315,"Venkatagiri Kota, , Venkatagrir Kota, Chittoor, Andhra Pradesh",-,Govt.,,B+Ve : 0,2026-08-24 09:15:52,BSU
2026-08-24T14:41:10,28,554,13,11,Bsu Ah Palamaneru,281316,"Palamaneru, , PALAMANERU, Chittoor, Andhra Pradesh",-,Govt.,B+Ve : 4,,2026-08-24 09:28:00,BSU
2026-08-24T14:41:10,28,554,13,11,Indian Red Cross Society Blood Bank Chittoor,28142,"Dist.Govt.Hqrs.Hospital Campus,Chittoor, Chittoor, Chittoor, Chittoor, Andhra Pradesh","Phone: 8019383106 ,Fax: -, Email: ircsbbchittoor@gmail.com",Red Cross ,B+Ve : 25,,2026-08-24 11:04:57,Blood Bank
2026-08-24T14:41:10,28,554,13,11,Bsu Ah Nagari,281313,"Nagari, , Nagari, Chittoor, Andhra Pradesh",-,Govt.,B+Ve : 1,,2026-08-24 09:33:45,BSU
2026-08-24T14:41:10,28,554,13,11,Bsu Ah Punganur ,281314,"Punaganur, , PUNGANUR, Chittoor, Andhra Pradesh",-,Govt.,,B+Ve : 0,2026-08-24 06:06:32,BSU
2026-08-24T14:41:10,28,554,13,11,District Hospital Blood Centre Chittoor,2829,"1st Floor, District Head Quarter Hospital Premises, Church Street , Chittoor ., Chittoor, Chittoor, Andhra Pradesh","Phone: 9966234593 ,Fax: 1234567890, Email: bloodbankctr1@gmail.com",Govt.,B+Ve : 39,,2026-08-24 09:53:12,Blood Bank
2026-08-24T14:41:10,28,554,13,11,PES Institute of Medical Sciences and Research Blood Centre,2901,"PES MEDICAL COLLEGE AND HOSPITAL, NALGAMPALLY, KUPPAM, Chittoor, Andhra Pradesh","Phone: 9391833741 ,Fax: -, Email: Bloodbank@pesimsr.pes.edu",Private,,B+Ve : 0,2026-08-24 12:24:34,Blood Bank
2026-08-24T14:41:11,28,682,13,11,Bsu Chc Alamuru,284669,"Alamuru, , Alamur, Dr. B. R. Ambedkar Konaseema, Andhra Pradesh",-,Govt.,,B+Ve : 0,2026-08-24 08:59:49,BSU
2026-08-24T14:41:11,28,682,13,11,Buddala Nagaratnam Memorial Voluntary Blood Bank,283789,"D No. 6-1-12/1, Opp.Swarna Sai Mandir, Near Yerra Vantena,, OPP.SWARNA SAI MANDIR,NEAR YERRA VANTENA AMALAPURAM, Amalapuram, Dr. B. R. Ambedkar Konaseema, Andhra Pradesh","Phone: 9295558455 ,Fax: 1234567890, Email: bnrbbamp@gmail.com",Charitable/Vol,B+Ve : 10,,2026-08-24 10:34:30,Blood Bank
2026-08-24T14:41:11,28,682,13,11,Yenduri Raghava Nageswarara Rao Blood Centre,284963,"4-2-35/2 KNF Road, Amalapuram, Amalapauram, Dr. B. R. Ambedkar Konaseema, Andhra Pradesh","Phone: 6309568880 ,Fax: -, Email: haribabu1514@gmail.com",Charitable/Vol,,B+Ve : 0,2026-08-24 10:03:40,Blood Bank
2026-08-24T14:41:11,28,682,13,11,Area Hospital Blood Centre Amalapuram,283444,"Area Hospital Blood Centre, Area Hospital (Government), GROUND FLOOR,AH,AMALAPURAM, Amalapuram, Dr. B. R. Ambedkar Konaseema, Andhra Pradesh","Phone: 9505152234 ,Fax: 1234567890, Email: bloodbankahamp@gmail.com",Govt.,B+Ve : 31,,2026-08-24 08:05:54,Blood Bank
2026-08-24T14:41:11,28,682,13,11,Konaseema Institute Of Medical Sciences And Research Foundation Hospital Blood Centre,2881," NH-216, Chaitanya Health City, , Amalapuram, Dr.B.R.Ambedkar Konaseema District., Amalapuram, Dr. B. R. Ambedkar Konaseema, Andhra Pradesh","Phone: 7331185413 ,Fax: 0, Email: bloodbank@kims.in",Private,B+Ve : 1,,2026-08-24 08:20:25,Blood Bank
2026-08-24T14:41:11,28,682,13,11,Area Hospital Blood Centre Ramachandrapuram,280929,"AH Ramachandrapuram, Konaseema District, Andhra Pradesh, RAMACHANDRAPURAM, Dr. B. R. Ambedkar Konaseema, Andhra Pradesh","Phone: 9848257592 ,Fax: -, Email: ah_rcpm@yahoo.co.in",Govt.,B+Ve : 11,,2026-08-24 09:54:10,Blood Bank
2026-08-24T14:41:11,28,682,13,11,Bsu Chc Mummidi Varam,284598,"Mummidi varam, , Mummidi varam, Dr. B. R. Ambedkar Konaseema, Andhra Pradesh",-,Govt.,,B+Ve : 0,2026-08-24 09:50:39,BSU
2026-08-24T14:41:11,28,682,13,11,Sahasra Blood Centre,284399,"2nd floor, Teja towers, Near S.K.B.R College, Amalapuram, Amalapuram, Dr. B. R. Ambedkar Konaseema, Andhra Pradesh","Phone: 9603671842 ,Fax: -, Email: sahasrabloodcentre@gmail.com",Private,,B+Ve : 0,2026-08-24 08:17:58,Blood Bank
2026-08-24T14:41:11,28,682,13,11,Bsu Chc Patha Gannavaram,284586,"P Gannavaraam, , P Gannavaram, Dr. B. R. Ambedkar Konaseema, Andhra Pradesh",-,Govt.,B+Ve : 1,,2026-08-24 09:28:36,BSU
2026-08-24T14:41:11,28,682,13,11,Bsu Chc T. Kothapalli,284672,"T. Kothapalli, , T Kothaplii, Dr. B. R. Ambedkar Konaseema, Andhra Pradesh",-,Govt.,,B+Ve : 0,2026-08-24 09:19:32,BSU
2026-08-24T14:41:11,28,682,13,11,Bsu Chc Kothapet,280926,"KOTHAPET, , KOTHAPET, Dr. B. R. Ambedkar Konaseema, Andhra Pradesh",-,Govt.,B+Ve : 1,,2026-08-24 09:15:28,Blood Bank
2026-08-24T14:41:11,28,682,13,11,Bsu Chc Allavaram,284670,"Allavaram, , Allavaram, Dr. B. R. Ambedkar Konaseema, Andhra Pradesh",-,Govt.,,B+Ve : 0,2026-08-24 11:22:36,BSU
2026-08-24T14:41:11,28,682,13,11,Community Health Centre Blood Centre Razole,280902,"GOVT HOSPITAL CHC RAZOLE, RAZOLE, Razole, Dr. B. R. Ambedkar Konaseema, Andhra Pradesh","Phone: 8008553463 ,Fax: -, Email: ahbloodbankrzl@gmail.com",Govt.,,B+Ve : 0,2026-08-24 09:00:42,Blood Bank
2026-08-24T14:41:11,28,545,13,11,Dhanwantani Voluntary Blood Bank,28106,"Rajahmundry, East Godavari, Andhra Pradesh","Phone: - ,Fax: -, Email: rjydvbb@gmail.com",Charitable/Vol,B+Ve : 5,,2026-08-24 08:20:25,Blood Bank
2026-08-24T14:41:11,28,545,13,11,Bsu Chc Kovvuru,281755,"Kovvuru, , KOVVUR, East Godavari, Andhra Pradesh",-,Govt.,,B+Ve : 0,2026-08-24 09:05:15,BSU
2026-08-24T14:41:11,28,545,13,11,GSL Trust Blood Centre,2930,"C/oGodavari Scan Centre,46-13-31,First Floor, Near Gandhi P, Rajahmundry, East Godavari, Andhra Pradesh","Phone: 9492031493 ,Fax: 1234567890, Email: swatantrabbrjy@gmail.com",Charitable/Vol,,B+Ve : 0,2026-08-24 08:41:32,Blood Bank
2026-08-24T14:41:11,28,545,13,11,Dr. Ysr-Jakkampudi Rammohan Rao Blood Centre,283889,"46-18-10, DANAVAIPET, RAJAHMUNDRY, RAJAHMUNDRY, East Godavari, Andhra Pradesh","Phone: 8235565656 ,Fax: 0, Email: ysrjrmbc2021@gmail.com",Charitable/Vol,B+Ve : 4,,2026-08-24 08:58:23,Blood Bank
2026-08-24T14:41:11,28,545,13,11,"Government General Hospital Blood Centre, Rajahmundry",2831,"Ground Floor, Government General Hospital Premises, Rajamundry, East Godavari, Andhra Pradesh","Phone: 9493480622 ,Fax: 0, Email: govtbloodbank.rjy@gmail.com",Govt.,B+Ve : 4,,2026-08-24 10:05:00,Blood Bank
2026-08-24T14:41:11,28,545,13,11,Gsl Medical College And General Hospital Blood Centre,2851,"Laxmipuram, NH.16, Rajanagaram Mandal, Rajhamundry, East Godavari, Andhra Pradesh","Phone: 8836699999 ,Fax: 0, Email: gslbloodbank@gmail.com",Private,B+Ve : 1,,2026-08-24 08:13:25,Blood Bank
2026-08-24T14:41:11,28,545,13,11,Bsu Chc Kadiyam,284667,"Kadiyam, , Kadiyam, East Godavari, Andhra Pradesh",-,Govt.,B+Ve : 1,,2026-08-24 09:51:43,BSU
2026-08-24T14:41:11,28,545,13,11,Ntr Memorial Trust Blood Centre Rajamahendravaram,284732,"Prakash Nagar, Rajamahedravaram, Rajamahendravaram, East Godavari, Andhra Pradesh","Phone: 9154945223 ,Fax: -, Email: admin_bbrjy@ntrtrust.org",Charitable/Vol,,B+Ve : 0,2026-08-24 00:05:43,Blood Bank
2026-08-24T14:41:11,28,545,13,11,Bsu Chc Gopalapuram,284666,"Gopalapuram, , Gopalapuram, East Godavari, Andhra Pradesh",-,Govt.,,B+Ve : 0,2026-08-24 09:55:39,BSU
2026-08-24T14:41:11,28,545,13,11,Bsu Chc Nidadavolu,284665,"Nidadavolu, , Nidadavolu, East Godavari, Andhra Pradesh",-,Govt.,,B+Ve : 0,2026-08-24 09:33:29,BSU
2026-08-24T14:41:11,28,545,13,11,Sanjeevani Voluntary Blood Centre Rajamahendravaram,283774,"D.no.46-23-16,2nd floor, Ganuga street danavaipeta rajamahendravaram, Rajamahendravaram 9852673333, East Godavari, Andhra Pradesh","Phone: 9852673333 ,Fax: 1234567890, Email: sanjeevanibloodcentre.rjy@gmail.com",Charitable/Vol,B+Ve : 2,,2026-08-24 10:10:35,Blood Bank
2026-08-24T14:41:11,28,545,13,11,Bsu Chc Gokavaram,284583,"Gokavaram, , Gokavaram, East Godavari, Andhra Pradesh",-,Govt.,,B+Ve : 0,2026-08-22 09:44:39,BSU
2026-08-24T14:41:11,28,545,13,11,Bsu Chc Kapileswapuram,284671,"Kapileswapuram, , Kapileswapuram, East Godavari, Andhra Pradesh",-,Govt.,,B+Ve : 0,2026-08-24 09:02:47,BSU
2026-08-24T14:41:11,28,545,13,11,Satya Surya Voluntary Blood Center,283394,"D.No 46-1-3, Nandam Ganiraju Junction, TTD, Road, Danavaipeta, Rajamahendravaram, Rajamahendravaram, East Godavari, Andhra Pradesh","Phone: 8500960088 ,Fax: -, Email: satyasuryabloodbankrjy@gmail.com",Charitable/Vol,,B+Ve : 0,2026-08-24 09:48:08,Blood Bank
2026-08-24T14:41:11,28,545,13,11,Vijayasri Blood Centre Rajahmundry,2934,"D.No: 46-14-1/A, Gandhi park back gate,opp Axis center & Dom, Rajahmundry, East Godavari, Andhra Pradesh","Phone: 6300986632 ,Fax: 1234567890, Email: vijayasribloodbankrjy@gmail.com",Charitable/Vol,,B+Ve : 0,2026-08-24 09:08:46,Blood Bank
2026-08-24T14:41:11,28,545,13,11,Bsu Chc Mandapeta,284592,"Mandapeta, , Mandapeta, East Godavari, Andhra Pradesh",-,Govt.,,B+Ve : 0,2026-08-24 09:16:55,BSU
2026-08-24T14:41:11,28,748,13,11,Bsu Chc Denduluru,285220,"Denduluru, , Eluru, Eluru, Andhra Pradesh",-,Govt.,,B+Ve : 0,2026-08-24 09:50:02,BSU
2026-08-24T14:41:11,28,748,13,11,Area Hospital Blood Cente Nuzvid,280937,"Nuzvid, Nuzvid, Eluru, Andhra Pradesh","Phone: 9885038698 ,Fax: -, Email: -",Govt.,B+Ve : 2,,2026-08-24 09:23:34,Blood Bank
2026-08-24T14:41:11,28,748,13,11,Sunrise Voluntary Blood Centre,282639,"M/s.Sunrise Voluntary Blood Bank,( A Division of Mother Ther, Jangareddygudem, Eluru, Andhra Pradesh","Phone: 9000963508 ,Fax: -, Email: sunrisevoluntarybloodbank@gmail.com",Charitable/Vol,,B+Ve : 0,2026-08-24 09:42:48,Blood Bank
2026-08-24T14:41:11,28,748,13,11,Area Hospital Blood Centre Jangareddygudem,280913,"C/o MNM AREA HOSPITAL, Jangareddygudem, Eluru, Andhra Pradesh","Phone: 9490287612 ,Fax: -, Email: Bloodbankahjrg@gmail.com",Govt.,B+Ve : 3,,2026-08-24 08:42:46,Blood Bank
2026-08-24T14:41:11,28,748,13,11,Bsu Chc Buttaigudem,282825,"Buttaigudem, , Buttaigudem, Eluru, Andhra Pradesh",-,Govt.,,B+Ve : 0,2026-08-24 05:09:16,BSU
2026-08-24T14:41:11,28,748,13,11,Government General Hospital Blood Centre Eluru,2845,"Govt. GENERAL HOSPITAL Ground Floor, RR PET, Eluru, Eluru, Andhra Pradesh","Phone: 9052695870 ,Fax: -, Email: Wgbloodbank@gmail.com",Govt.,B+Ve : 6,,2026-08-24 09:24:11,Blood Bank
2026-08-24T14:41:11,28,748,13,11,Bsu Chc Bhimadolu,281768,"Bhimadolu, , BHIMADOLE, Eluru, Andhra Pradesh",-,Govt.,B+Ve : 1,,2026-08-24 09:28:19,BSU
2026-08-24T14:41:11,28,748,13,11,Bsu Chc Kaikaluru,281328,"Kaikauluru, , KAIKALURU, Eluru, Andhra Pradesh",-,Govt.,B+Ve : 1,,2026-08-24 09:32:03,BSU
2026-08-24T14:41:11,28,748,13,11,Vasundhara Blood Centre,284926,"23a -7-29, Suseela Pride Apartment, 1st  2nd floor, Mancherl, Eluru, Eluru, Andhra Pradesh","Phone: 7794980332 ,Fax: -, Email: sriniwaasmargani99@gmail.com",Charitable/Vol,,B+Ve : 0,2026-08-24 12:47:32,Blood Bank
2026-08-24T14:41:11,28,748,13,11,Indian Red Cross Society Blood Bank Eluru,28141,"Govt General hospital Premises, R.R Peta, Eluru, Eluru, Eluru, Andhra Pradesh","Phone: 9110705443 ,Fax: 0, Email: redcrosseluru@gmail.com",Red Cross ,B+Ve : 4,,2026-08-24 08:43:07,Blood Bank
2026-08-24T14:41:11,28,748,13,11,Bsu Ah Chintalapudi,281752,"Chintalapudi, , CHINTALAPUDI, Eluru, Andhra Pradesh",-,Govt.,B+Ve : 3,,2026-08-24 08:45:37,BSU
2026-08-24T14:41:11,28,748,13,11,Jangareddygudem Blood Centre,282640,"M/s. Jangareddygudem Blood Bank (A unit of Sri Yoshitha Soci, Jangareddygudem, Eluru, Andhra Pradesh","Phone: 8985653888 ,Fax: -, Email: jangareddygudembloodbank299@gmail.com",Charitable/Vol,B+Ve : 7,,2026-08-24 11:12:11,Blood Bank
